Item_name,Item_code,Outlet,Outlet_place,Outlet_type,Month,Year,Units,Katalog
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,1,2018,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,1,2019,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,2,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,2,2018,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,2,2019,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,3,2017,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,3,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,3,2019,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,4,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,4,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,5,2017,19427,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,5,2018,22293,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,6,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,6,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,7,2017,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,7,2018,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,8,2017,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,8,2018,44586,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,9,2017,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,9,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,10,2017,26752,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,10,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,11,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,11,2018,22293,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,12,2017,8917,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE 1 ŠIBENIK NJIVICE,Large supermarket,12,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,1,2017,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,1,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,1,2019,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,2,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,2,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,2,2019,44586,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,3,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,3,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,3,2019,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,4,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,4,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,5,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,5,2018,17834,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,6,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,6,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,7,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,7,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,8,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,8,2018,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,9,2017,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,9,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,10,2017,13376,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,10,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,11,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,11,2018,13376,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,12,2017,8917,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NAŠICE,Srednji supermarket,12,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,1,2017,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,1,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,1,2019,44586,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,2,2017,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,2,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,2,2019,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,3,2017,37261,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,3,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,3,2019,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,4,2017,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,4,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,5,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,5,2018,89172,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,6,2017,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,6,2018,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,7,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,7,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,8,2017,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,8,2018,44586,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,9,2017,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,9,2018,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,10,2017,13376,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,10,2018,49045,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,11,2017,9873,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,11,2018,26752,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,12,2017,13376,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SISAK,Srednji supermarket,12,2018,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,1,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,1,2018,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,1,2019,57962,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,2,2017,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,2,2018,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,2,2019,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,3,2017,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,3,2018,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,3,2019,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,4,2017,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,4,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,5,2017,49045,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,5,2018,97771,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,6,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,6,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,7,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,7,2018,29299,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,8,2017,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,8,2018,43312,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,9,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,9,2018,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,10,2017,9554,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,10,2018,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,11,2017,2293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,11,2018,35669,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,12,2017,40127,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE SAMOBOR,Srednji supermarket,12,2018,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,1,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,1,2018,49045,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,1,2019,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,2,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,2,2018,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,2,2019,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,3,2017,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,3,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,3,2019,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,4,2017,49045,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,4,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,5,2017,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,5,2018,3121,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,6,2017,6242,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,6,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,7,2017,49045,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,7,2018,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,8,2017,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,8,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,9,2017,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,9,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,10,2017,8917,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,10,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,11,2017,40127,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,11,2018,3121,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,12,2017,3121,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE DUGO SELO,Srednji supermarket,12,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,1,2017,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,1,2018,44586,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,1,2019,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,2,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,2,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,2,2019,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,3,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,3,2018,49045,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,3,2019,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,4,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,4,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,5,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,5,2018,22293,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,6,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,6,2018,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,7,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,7,2018,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,8,2017,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,8,2018,75796,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,9,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,9,2018,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,10,2017,4459,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,10,2018,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,11,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,11,2018,3121,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,12,2017,26752,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈAZMA,Srednji supermarket,12,2018,53503,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,1,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,1,2018,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,1,2019,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,2,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,2,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,2,2019,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,3,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,3,2018,29299,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,3,2019,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,4,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,4,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,5,2017,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,5,2018,49045,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,6,2017,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,6,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,7,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,7,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,8,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,8,2018,81529,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,9,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,9,2018,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,10,2017,17834,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,10,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,11,2017,46497,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,11,2018,22293,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,12,2017,4459,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE NOVA GRADIŠKA,Srednji supermarket,12,2018,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,1,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,1,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,1,2019,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,2,2017,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,2,2018,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,2,2019,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,3,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,3,2018,16561,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,3,2019,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,4,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,4,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,5,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,5,2018,35669,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,6,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,6,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,7,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,7,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,8,2017,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,8,2018,44586,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,9,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,9,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,10,2017,13376,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,10,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,11,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,11,2018,35669,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,12,2017,22293,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VALPOVO,Srednji supermarket,12,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,1,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,1,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,1,2019,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,2,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,2,2018,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,2,2019,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,3,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,3,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,3,2019,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,4,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,4,2018,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,5,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,5,2018,26752,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,6,2017,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,6,2018,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,7,2017,22293,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,7,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,8,2017,35669,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,8,2018,26752,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,9,2017,0,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,9,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,10,2017,4459,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,10,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,11,2017,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,11,2018,17834,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,12,2017,22293,1
Artikl_SM 130G,6514010,PLODINE DD,PLODINE ÈEPIN,Srednji supermarket,12,2018,4459,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,1,2017,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,1,2018,3121,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,1,2019,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,2,2017,17834,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,2,2018,13376,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,2,2019,8917,0
Artikl_SM 130G,6514010,PLODINE DD,PLODINE VARAŽDIN 2,Srednji supermarket,3,2017,40127,0
