mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
4.416440534591675,0.30272525160004954,0.06668210029602051,0.0035048360068710206,1.0,5,5,5,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 1.0}",0.3024863489242414,0.2986254941061196,0.35065666497899595,0.2319486554873402,0.3043001056667566,0.2976038402599693,0.037932487842930636,4,0.33344167977962025,0.33589156211008253,0.3225960404467265,0.34984086411212556,0.33431836351206745,0.3352177019921245,0.008689768266346421
4.595042753219604,0.16195052499232304,0.06509547233581543,0.0030413620111084685,0.8,5,5,2,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 2, 'colsample_bytree': 0.8}",0.3068856794851552,0.29879342086526695,0.3543789728379323,0.23224436338274146,0.30509643920177787,0.2994803612502008,0.039040508375112054,3,0.3332274342104169,0.3360857041518819,0.3223744114116507,0.3494620953940917,0.33400010732967644,0.33502995049954354,0.008647239253818878
2.6841365814208986,0.04888523424477677,0.03763494491577148,0.006126613984846542,0.6,10,3,1.5,0.6,"{'subsample': 0.6, 'min_child_weight': 10, 'max_depth': 3, 'gamma': 1.5, 'colsample_bytree': 0.6}",0.30618139552586643,0.2967725382598695,0.3371521773768301,0.23537555212401295,0.3077476013868162,0.2966466075676793,0.033492075502108455,5,0.3169724123261689,0.31720968119142345,0.3058641475542515,0.3330188706342654,0.3179097375547777,0.3181949698521774,0.008652676014425887
3.074138307571411,0.26264146303545943,0.06246161460876465,0.0038678535997273694,1.0,5,4,2,0.8,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 4, 'gamma': 2, 'colsample_bytree': 0.8}",0.30665928870027437,0.29898040184615704,0.3523461325067102,0.23892560439433164,0.3090409786222845,0.30119091400973236,0.03630352172735264,2,0.3307211137841146,0.33251239723936954,0.31951675713112193,0.3469763743587264,0.33065704014500785,0.3320767365316681,0.008761225268601038
2.9511666297912598,0.04784532175449185,0.07009239196777343,0.001896243647925406,1.0,10,5,5,0.6,"{'subsample': 1.0, 'min_child_weight': 10, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.3118396187450502,0.30228268276010206,0.3575810653867799,0.23551884022257774,0.3096778396326997,0.30338067883419945,0.03912734853027309,1,0.33061267278978845,0.33388039238174183,0.3198853710123096,0.3475359014149213,0.33202294288102163,0.33278745609595656,0.008837297227563882
